session,video_frame_index,radar_frame_num,radar_x,radar_y,radar_z,camera_x,camera_y,camera_z,radar_snr,gate_distance_m,tag_decision_margin
session_2026-08-27_20-18-44,113,50,0.0,7.29257,-0.10936,0.17979842688298628,-0.47635239782023775,7.5275053670314875,33.82,0.5996455856425281,49.398284912109375
session_2026-08-27_20-18-44,116,51,0.0,7.29257,-0.10947,0.18030720056316407,-0.47545597761275543,7.529057059119327,33.844,0.6008292067410036,49.35721206665039
session_2026-08-27_20-18-44,119,52,0.0,7.29257,-0.10911,0.17900418548234656,-0.47612800977857334,7.530838478637405,33.857,0.6023007004062099,48.9527702331543
session_2026-08-27_20-18-44,122,53,0.0,7.29253,-0.11171,0.17930775818846797,-0.47383088739425727,7.532373680250593,33.798,0.6027401784658571,48.50634002685547
session_2026-08-27_20-18-44,125,54,0.0,7.29257,-0.10934,0.1799677763782772,-0.47605628742295775,7.530224259743566,33.811,0.6013705315198482,49.09110641479492
session_2026-08-27_20-18-44,128,55,0.0,7.29256,-0.11006,0.17956667881146998,-0.47786768368239696,7.52736962420886,33.816,0.5981813603400954,48.865806579589844
session_2026-08-27_20-18-44,131,56,0.0,7.29257,-0.10941,0.17984464230255326,-0.4741190323222185,7.5192711968838175,33.863,0.5962962619078513,50.617435455322266
session_2026-08-27_20-18-44,134,57,0.0,7.29255,-0.11028,0.18021224999029212,-0.47573044158774475,7.536521698371484,33.906,0.6045360101506836,48.83344650268555
session_2026-08-27_20-18-44,137,58,0.0,7.29256,-0.11003,0.17983140531888175,-0.47588726230451606,7.527913095349603,33.851,0.5997020174662718,49.565093994140625
session_2026-08-27_20-18-44,140,59,0.0,7.29258,-0.10873,0.1742156114347087,-0.4876285591672036,7.46265209173457,33.857,0.5596027753309347,49.301021575927734
session_2026-08-27_20-18-44,143,60,0.0,7.2926,-0.10725,0.1800164387781452,-0.47536558736230444,7.529725951421598,33.843,0.6029913079295759,48.92243576049805
session_2026-08-27_20-18-44,146,61,0.0,7.29259,-0.10807,0.17941154941483972,-0.4753652736231704,7.521535542597311,33.848,0.5979285653780716,48.496978759765625
session_2026-08-27_20-18-44,149,62,0.0,7.29257,-0.10926,0.1788092530717122,-0.47677007131634336,7.52980299733648,33.762,0.6012541986133908,47.70070266723633
session_2026-08-27_20-18-44,152,63,0.0,7.29258,-0.10876,0.17898817636636666,-0.47537491171001356,7.531918166066832,33.814,0.6036842963555411,47.29314422607422
session_2026-08-27_20-18-44,155,64,0.0,7.29256,-0.11021,0.1796840216033557,-0.47400790981377466,7.526637918292874,33.809,0.6001402774056249,47.771602630615234
session_2026-08-27_20-18-44,158,65,0.0,7.29258,-0.10846,0.1798053800947373,-0.47617343331007106,7.5370464286556125,33.883,0.6060265354921641,49.823368072509766
session_2026-08-27_20-18-44,161,66,0.0,7.29255,-0.11057,0.17970554126460822,-0.4745677701612178,7.52840367988911,33.827,0.6005386825040744,47.7896728515625
session_2026-08-27_20-18-44,164,67,0.0,7.29253,-0.11192,0.17969252680261832,-0.47490575182595657,7.526112700703375,33.809,0.5980271517112573,48.58811950683594
session_2026-08-27_20-18-44,167,68,0.0,7.29259,-0.10824,0.18290292894434412,-0.46733309519786465,7.51756883018103,33.88,0.5992922224588044,48.29899978637695
session_2026-08-27_20-18-44,170,69,0.0,7.29256,-0.10959,0.1790334721368942,-0.4756405413567674,7.528257567947517,33.84,0.6007562498460312,48.066837310791016
session_2026-08-27_20-18-44,173,70,0.0,7.2926,-0.10737,0.17982069955905222,-0.47462750342384546,7.528323349501794,33.855,0.6026653781632513,47.57857894897461
session_2026-08-27_20-18-44,176,71,0.0,7.29252,-0.1125,0.17954959947883065,-0.47475593294164514,7.53468122083187,33.805,0.6028280997538453,48.61393356323242
session_2026-08-27_20-18-44,179,72,0.0,7.29255,-0.11028,0.17939240449430427,-0.4751022591150898,7.5291135037218755,33.806,0.6009560874177596,48.469364166259766
session_2026-08-27_20-18-44,182,73,0.0,7.29255,-0.11038,0.17896649494575154,-0.47792381336897716,7.527157171157995,33.802,0.598080365920269,48.14426803588867
session_2026-08-27_20-18-44,185,74,0.0,7.2926,-0.10722,0.17947351208619217,-0.4743834888790177,7.528592111405589,33.802,0.6032542186521762,48.676361083984375
session_2026-08-27_20-18-44,185,75,0.0,7.29257,-0.10927,0.17947351208619217,-0.4743834888790177,7.528592111405589,33.826,0.6017998354546545,48.676361083984375
session_2026-08-27_20-18-44,191,76,0.0,7.29258,-0.10841,0.17922239816019442,-0.4762708762713732,7.521985935131358,33.856,0.5974360117666665,48.17146682739258
session_2026-08-27_20-18-44,194,77,0.0,7.29257,-0.1095,0.18185382846738604,-0.46819906008086926,7.5264111462944205,33.845,0.6033699155483785,47.631622314453125
session_2026-08-27_20-18-44,197,78,0.0,7.29255,-0.11059,0.1787599348402625,-0.474972874614267,7.523881217847504,33.792,0.5980661766778033,48.2823371887207
session_2026-08-27_20-18-44,200,79,0.0,7.29256,-0.10967,0.17112354120473755,-0.48315237082712814,7.480809291654479,33.798,0.5730300792410898,48.59223937988281
session_2026-08-27_20-18-44,203,80,0.0,7.29255,-0.11041,0.1711934382718701,-0.4851637680842608,7.4745177915119205,33.85,0.5677772273070749,47.523040771484375
session_2026-08-27_20-18-44,206,81,0.0,7.29258,-0.10845,0.1796236232825964,-0.4761614624091061,7.527444354767591,33.878,0.600464087717152,48.487831115722656
session_2026-08-27_20-18-44,209,82,0.0,7.29255,-0.11079,0.17986837934223723,-0.4738889812243661,7.526021899861389,33.827,0.5993626188176846,48.1159782409668
session_2026-08-27_20-18-44,212,83,0.0,7.29257,-0.10896,0.17603139420885713,-0.4692598093738465,7.5251200789514,33.821,0.6050312456304036,49.07341766357422
session_2026-08-27_20-18-44,215,84,0.0,7.29254,-0.11111,0.17234412102745333,-0.4785940888943057,7.512318564260577,33.854,0.591756056829212,46.834720611572266
session_2026-08-27_20-18-44,218,85,0.0,7.29256,-0.10959,0.17872811544524295,-0.47541560402398775,7.527698554411055,33.861,0.600721718447745,48.449974060058594
session_2026-08-27_20-18-44,221,86,0.0,7.29251,-0.11339,0.17880207477319504,-0.47504484854416285,7.5238917685849085,33.858,0.5960230273683339,48.24171447753906
session_2026-08-27_20-18-44,224,87,0.0,7.29254,-0.11149,0.17966022384759012,-0.4760367949457356,7.529296130825653,33.849,0.599463933579396,48.0428581237793
session_2026-08-27_20-18-44,227,88,0.0,7.29256,-0.11008,0.17940893502647284,-0.47825191145183676,7.527219475909971,33.835,0.597900698308212,48.29435348510742
session_2026-08-27_20-18-44,230,89,0.0,7.29256,-0.11004,0.18033626436233013,-0.47595990998433346,7.52643883340223,33.82,0.5985469626960014,48.28765106201172
session_2026-08-27_20-18-44,233,90,0.0,7.29257,-0.10903,0.1797544727249062,-0.4610417799004569,7.500612692398313,33.805,0.5950654458111193,48.12715530395508
session_2026-08-27_20-18-44,236,91,0.0,7.29259,-0.10763,0.17948707605488134,-0.4750599474796226,7.522390539654255,33.824,0.5989063147705305,47.892578125
session_2026-08-27_20-18-44,239,92,0.0,7.29254,-0.11149,0.17873109036170873,-0.47522499682650104,7.523647009802032,33.869,0.5971380112799156,47.09381866455078
session_2026-08-27_20-18-44,242,93,0.0,7.29254,-0.11121,0.17962980501505302,-0.4749403573760563,7.529453773651432,33.841,0.6004921049580693,47.7907600402832
session_2026-08-27_20-18-44,245,94,0.0,7.2926,-0.10741,0.1706723654051108,-0.48580625755010004,7.459371880789231,33.84,0.5619807646749033,47.844139099121094
session_2026-08-27_20-18-44,248,95,0.0,7.29254,-0.11112,0.17839829169606788,-0.4729092194736282,7.529273110478132,33.832,0.6023696180447509,48.714019775390625
session_2026-08-27_20-18-44,251,96,0.0,7.29254,-0.11129,0.17861371991188965,-0.47479485500955254,7.524104080891755,33.766,0.5978866809827622,47.59046936035156
session_2026-08-27_20-18-44,254,97,0.0,7.29254,-0.11104,0.1733848962690111,-0.4870518397163543,7.46593726412778,33.788,0.5604474932250986,48.015018463134766
session_2026-08-27_20-18-44,257,98,0.0,7.29255,-0.11069,0.1793794626914455,-0.4752730928265004,7.524845047381818,33.779,0.5980629323122272,48.54737854003906
session_2026-08-27_20-18-44,260,99,0.0,7.29254,-0.11143,0.17928219837605747,-0.4754477232733558,7.520869360785257,33.834,0.5951625658960847,48.061744689941406
session_2026-08-27_20-18-44,263,100,0.0,7.29252,-0.11264,0.17947257874202202,-0.474601597488281,7.518809087136583,33.849,0.5935875927915663,48.101661682128906
session_2026-08-27_20-18-44,266,101,0.0,7.29253,-0.11204,0.17958003481957488,-0.47599971734745566,7.526086856409244,33.836,0.597257735418644,46.6130485534668
session_2026-08-27_20-18-44,269,102,0.0,7.29253,-0.11189,0.18531752264467713,-0.4813576292261638,7.515854450050117,33.785,0.585152559993143,48.25389862060547
session_2026-08-27_20-18-44,272,103,0.0,7.29256,-0.10975,0.17963440963258023,-0.4754001166280067,7.52543561499509,33.838,0.5988701710142046,48.541709899902344
session_2026-08-27_20-18-44,275,104,0.0,7.29257,-0.10895,0.17897752342825715,-0.4750474239920207,7.526190439296413,33.781,0.600420950768303,47.792415618896484
session_2026-08-27_20-18-44,278,105,0.0,7.29256,-0.11018,0.17835698997176358,-0.47820018188750313,7.5199562983578145,33.805,0.5941361991991916,49.206512451171875
session_2026-08-27_20-18-44,281,106,0.0,7.29257,-0.10935,0.18334124830708612,-0.4624778470570063,7.50683918225116,33.81,0.5955703753035965,48.420814514160156
session_2026-08-27_20-18-44,284,107,0.0,7.29253,-0.1122,0.1802078006256822,-0.4755015976674829,7.530157619056024,33.748,0.599564357086831,48.15089416503906
session_2026-08-27_20-18-44,287,108,0.0,7.29256,-0.10982,0.1686925688599371,-0.4638231583193035,7.497178757959026,33.814,0.5960603621490012,47.76494598388672
session_2026-08-27_20-18-44,290,109,0.0,7.29255,-0.11037,0.17962770790550572,-0.47456999412713446,7.519686710046202,33.785,0.5956557520503029,48.162078857421875
session_2026-08-27_20-18-44,293,110,0.0,7.29253,-0.11181,0.1789802476356817,-0.476779187666448,7.5304401043547475,33.859,0.5997475888230971,47.560821533203125
session_2026-08-27_20-18-44,296,111,0.0,7.29252,-0.11279,0.17219216537827794,-0.4607088667699187,7.486921770246608,33.829,0.5888639467549321,48.54460144042969
session_2026-08-27_20-18-44,299,112,0.0,7.29256,-0.11,0.17906079319941665,-0.4734376994820418,7.521565729419846,33.859,0.5980224964621499,47.68478775024414
session_2026-08-27_20-18-44,302,113,0.0,7.29256,-0.1096,0.1796532870374774,-0.47532664593829715,7.5263791596461616,33.819,0.599567186081256,48.621917724609375
session_2026-08-27_20-18-44,305,114,0.0,7.29253,-0.11178,0.17271851025455448,-0.47551138836716517,7.513825177677488,33.824,0.5939987321428793,48.10348892211914
session_2026-08-27_20-18-44,308,115,0.0,7.29253,-0.11214,0.17953894813782081,-0.4752751123480964,7.528297178917414,33.859,0.5989774926109086,48.96464920043945
session_2026-08-27_20-18-44,311,116,0.0,7.29257,-0.10953,0.1786419557718303,-0.4796540443142061,7.523860667122302,33.866,0.595764728891517,49.2797966003418
session_2026-08-27_20-18-44,314,117,0.0,7.29257,-0.10899,0.18302767570670314,-0.4625743142097077,7.503004974037988,33.808,0.5937997818996028,47.76861572265625
session_2026-08-27_20-18-44,317,118,0.0,7.29255,-0.11034,0.17911835071762147,-0.4761726177977317,7.53245873102597,33.778,0.6023065098141429,47.556766510009766
session_2026-08-27_20-18-44,320,119,0.0,7.29257,-0.10922,0.17972354026403797,-0.4774340513208237,7.530118460717446,33.8,0.6006012250072368,49.31474304199219
session_2026-08-27_20-18-44,323,120,0.0,7.29255,-0.11053,0.17928866299875995,-0.4773087835628728,7.5274971524259735,33.8,0.5984252241234365,47.12980651855469
session_2026-08-27_20-18-44,326,121,0.0,7.29259,-0.10788,0.18080930467142597,-0.46361583291921693,7.513951530514582,33.823,0.601015622345688,49.23468780517578
session_2026-08-27_20-18-44,329,122,0.0,7.29257,-0.1093,0.1796166348305413,-0.4763949556310534,7.534688242306991,33.789,0.6039764333328018,49.3851203918457
session_2026-08-27_20-18-44,332,123,0.0,7.29251,-0.11326,0.17692527765062108,-0.4703106524580739,7.531079450001345,33.842,0.6043225381325644,48.670963287353516
session_2026-08-27_20-18-44,335,124,0.0,7.29257,-0.10945,0.17959408875706268,-0.4764205791113671,7.530976046577793,33.864,0.6016698812196903,48.429656982421875
session_2026-08-27_20-18-44,338,125,0.0,7.29252,-0.11227,0.17924412990764538,-0.4749700979452365,7.526369859020118,33.817,0.5981015672761042,48.539894104003906
session_2026-08-27_20-18-44,341,126,0.0,7.29256,-0.11007,0.18045038935601213,-0.4762868798825461,7.533272139982855,33.835,0.6022757462950448,50.186126708984375
session_2026-08-27_20-18-44,344,127,0.0,7.29259,-0.10767,0.17870425791796787,-0.4778231698109556,7.523439282018985,33.793,0.5980186374088398,49.503173828125
session_2026-08-27_20-18-44,347,128,0.0,7.29256,-0.11014,0.18236144949363806,-0.46544044513185967,7.519031041001576,33.812,0.6002875963990144,49.94692611694336
session_2026-08-27_20-18-44,350,129,0.0,7.29259,-0.10769,0.18006330620208688,-0.4756896570856765,7.5339316628710025,33.791,0.6049208781892537,47.168609619140625
session_2026-08-27_20-18-44,353,130,0.0,7.29256,-0.11024,0.18149810007288628,-0.46599789775393935,7.516505686025713,33.828,0.5988041553363761,48.56645965576172
session_2026-08-27_20-18-44,356,131,0.0,7.29256,-0.10965,0.17891942809973538,-0.4750026405543686,7.52184064938421,33.805,0.5974580738382929,48.13597869873047
session_2026-08-27_20-18-44,359,132,0.0,7.2925,-0.11367,0.1796819118678579,-0.4741296863684954,7.528760484346429,33.804,0.598860067575304,49.18312454223633
session_2026-08-27_20-18-44,362,133,0.0,7.29257,-0.10895,0.17978733047607653,-0.4745637268254145,7.534621947899583,33.817,0.605309513626807,48.10623550415039
session_2026-08-27_20-18-44,365,134,0.0,7.29258,-0.10857,0.17751467824652162,-0.4711061157380555,7.524688017069675,33.848,0.6031268085272233,48.42134094238281
session_2026-08-27_20-18-44,368,135,0.0,7.29259,-0.10825,0.1779184668561832,-0.47260214469531986,7.525621101869219,33.79,0.6027052663541324,48.620174407958984
session_2026-08-27_20-18-44,371,136,0.0,7.29257,-0.10928,0.1855228935366827,-0.4807309223443614,7.50780409609031,33.849,0.5827163490636686,48.6517333984375
session_2026-08-27_20-18-44,374,137,0.0,7.29257,-0.10904,0.17859131696119818,-0.4766588209665581,7.528460684816041,33.802,0.6007996259367082,48.21181869506836
session_2026-08-27_20-18-44,377,138,0.0,7.29255,-0.11041,0.17465481425397603,-0.4863968660366382,7.4768307818359,33.786,0.5663936882810999,49.01359176635742
session_2026-08-27_20-18-44,380,139,0.0,7.29249,-0.11473,0.17718821154248612,-0.4712421025432564,7.527246579874638,33.808,0.6003059041956813,47.538909912109375
session_2026-08-27_20-18-44,383,140,0.0,7.29259,-0.10812,0.17823308695587498,-0.477454152681427,7.534427025977404,33.787,0.6046042767849318,48.93220520019531
session_2026-08-27_20-18-44,386,141,0.0,7.29253,-0.1116,0.17874889844692876,-0.47509490587239067,7.531806678533052,33.744,0.6019163382003139,46.74057388305664
session_2026-08-27_20-18-44,389,142,0.0,7.29258,-0.10877,0.17952294569660782,-0.47449747944944587,7.532876062349734,33.775,0.6045693407806301,48.68818664550781
session_2026-08-27_20-18-44,392,143,0.0,7.29255,-0.1106,0.17984494059020484,-0.474324264431887,7.5250816441390045,33.753,0.5986738115841029,47.89527893066406
session_2026-08-27_20-18-44,395,144,0.0,7.29254,-0.1112,0.17880579675412742,-0.47486483689734243,7.52898586802298,33.826,0.6006624699900711,48.953346252441406
session_2026-08-27_20-18-44,398,145,0.0,7.29258,-0.10879,0.18049682816075946,-0.4756784206729516,7.539577399075903,33.813,0.6073043939248246,49.73721694946289
session_2026-08-27_20-18-44,401,146,0.0,7.29257,-0.10936,0.1794069215229317,-0.47648766254177294,7.528506658729251,33.822,0.6003269434580344,49.300025939941406
session_2026-08-27_20-18-44,404,147,0.0,7.2926,-0.1075,0.17976669008306667,-0.4749220184364066,7.529472574937829,33.802,0.6030743004964869,48.354915618896484
session_2026-08-27_20-18-44,407,148,0.0,7.29255,-0.11084,0.18001321903233086,-0.4614758971801601,7.501772965073065,33.873,0.5939482722947242,48.131065368652344
session_2026-08-27_20-18-44,410,149,0.0,7.29254,-0.11142,0.1776544412502796,-0.4776310150704563,7.525529180826797,33.839,0.5972084518581953,48.452903747558594
session_2026-08-27_20-18-44,413,150,0.0,7.29258,-0.10881,0.17964454134609725,-0.47438708609784475,7.523412225667352,33.799,0.5990276428002248,48.463478088378906
session_2026-08-27_20-18-44,416,151,0.0,7.29256,-0.11006,0.18007890857955997,-0.47520695657399414,7.537369805811535,33.776,0.6055972839231974,48.847084045410156
session_2026-08-27_20-18-44,419,152,0.0,7.2926,-0.10747,0.1850307080473531,-0.48367612316685826,7.5015774221012235,33.797,0.5787454232025855,48.54207229614258
session_2026-08-27_20-18-44,422,153,0.0,7.29258,-0.10853,0.17974548155695685,-0.47513049864577067,7.527987005454531,33.812,0.6013489765470763,47.972564697265625
session_2026-08-27_20-18-44,425,154,0.0,7.29257,-0.10927,0.17921231872044116,-0.47542494047092787,7.523228973103243,33.825,0.5981102068761588,48.46268081665039
session_2026-08-27_20-18-44,428,155,0.0,7.29257,-0.10912,0.17810451414063988,-0.47888415338553564,7.52307659709913,33.765,0.59636419464729,48.18309020996094
session_2026-08-27_20-18-44,431,156,0.0,7.29256,-0.11006,0.17456047686485512,-0.4864333850689076,7.487980332337091,33.788,0.5726491015124392,48.0809326171875
session_2026-08-27_20-18-44,434,157,0.0,7.29252,-0.11237,0.1795332577862355,-0.4743213025448988,7.530911659892964,33.804,0.6009851044589689,46.9452018737793
session_2026-08-27_20-18-44,437,158,0.0,7.29262,-0.10564,0.17950763357751426,-0.4754251103168203,7.530209767284827,33.835,0.6046170623342167,47.26329040527344
session_2026-08-27_20-18-44,440,159,0.0,7.29256,-0.1096,0.18193878215233547,-0.46447982311579966,7.514502842174333,33.823,0.5989627026938706,47.63444137573242
session_2026-08-27_20-18-44,443,160,0.0,7.29257,-0.10912,0.1794723376715858,-0.4747854238809782,7.52787143467745,33.813,0.6012204660338769,48.02754211425781
session_2026-08-27_20-18-44,446,161,0.0,7.29252,-0.11252,0.1794368603222079,-0.4743909332293537,7.529100790071799,33.775,0.5998131889033028,48.97850036621094
session_2026-08-27_20-18-44,449,162,0.0,7.29255,-0.11087,0.17945788097611698,-0.47575120861232095,7.527936192492769,33.889,0.5993864201240408,48.199913024902344
session_2026-08-27_20-18-44,452,163,0.0,7.29257,-0.10957,0.17963718916427682,-0.47477605586114013,7.519919985709942,33.835,0.5962141333397818,48.87168502807617
session_2026-08-27_20-18-44,455,164,0.0,7.29259,-0.10779,0.17914150662783865,-0.4731231120472196,7.522517538770286,33.807,0.6003192031365311,48.500526428222656
session_2026-08-27_20-18-44,458,165,0.0,7.29255,-0.11066,0.1797897551971904,-0.47591441800376755,7.530758957897956,33.813,0.6009306002542101,48.738399505615234
session_2026-08-27_20-18-44,458,166,0.0,7.2926,-0.10698,0.1797897551971904,-0.47591441800376755,7.530758957897956,33.823,0.6035334813282675,48.738399505615234
session_2026-08-27_20-18-44,464,167,0.0,7.29259,-0.10775,0.17850732376181142,-0.4738490230618199,7.522216887077522,33.798,0.5999893457042006,49.87453842163086
session_2026-08-27_20-18-44,467,168,0.0,7.29258,-0.10868,0.17961256624097205,-0.47525410798176276,7.5296537010635145,33.85,0.6021980101478049,49.2609977722168
session_2026-08-27_20-18-44,470,169,0.0,7.29256,-0.10961,0.17806148722110657,-0.4769759735727745,7.524969074363512,33.87,0.5984002400205172,48.769371032714844
session_2026-08-27_20-18-44,473,170,0.0,7.29259,-0.10793,0.17921886431944883,-0.47430288737718074,7.531941343817344,33.835,0.6048850076174849,47.909454345703125
session_2026-08-27_20-18-44,476,171,0.0,7.29256,-0.1101,0.17871983699203298,-0.476990879704546,7.531609692061009,33.818,0.6016217684518887,47.9288215637207
session_2026-08-27_20-18-44,479,172,0.0,7.29256,-0.1101,0.17952815041840808,-0.4744810330220927,7.5245123426832805,33.846,0.5987418539759479,48.68722152709961
session_2026-08-27_20-18-44,482,173,0.0,7.29254,-0.11101,0.17809375386446688,-0.47416877521539813,7.5192190016175156,33.833,0.595927880564655,47.963497161865234
session_2026-08-27_20-18-44,485,174,0.0,7.29257,-0.10953,0.1791705856219482,-0.4741211469307578,7.524681690868632,33.832,0.5996516274967875,48.588165283203125
session_2026-08-27_20-18-44,488,175,0.0,7.29262,-0.10598,0.1790871995644204,-0.4739699286694722,7.5209223843562025,33.816,0.6001519574440094,47.513084411621094
session_2026-08-27_20-18-44,491,176,0.0,7.29255,-0.11046,0.17286761923199678,-0.4860952307814284,7.47627082512583,33.812,0.5671751003703068,46.598392486572266
session_2026-08-27_20-18-44,494,177,0.0,7.29253,-0.11166,0.17939201316934048,-0.47545885691647144,7.523069479827779,33.806,0.5962175357222707,47.77378845214844
session_2026-08-27_20-18-44,497,178,0.0,7.29255,-0.11088,0.17768044106412687,-0.4758609329782751,7.521941715810645,33.834,0.5966597175938304,48.4158821105957
session_2026-08-27_20-18-44,500,179,0.0,7.29257,-0.10897,0.1783123809298366,-0.4752345239054394,7.518372300591886,33.824,0.5960792431458224,49.45343780517578
