session_id,dataset_id,legacy_dataset_name,building,capture_date,raw_path,processed_path,oneformer_batch_id,quality_tier,label_status,split,published_dataset_version,checkpoint_usage,notes
session_2026-05-11_18-57-24,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_18-57-24/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_18-57-40,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_18-57-40/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_18-57-57,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_18-57-57/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_18-58-13,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_18-58-13/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_18-58-31,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_18-58-31/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_18-58-49,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_18-58-49/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_18-59-08,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_18-59-08/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_18-59-25,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_18-59-25/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-02-54,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-02-54/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-03-09,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-03-09/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-03-26,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-03-26/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-03-45,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-03-45/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
session_2026-05-11_19-04-04,ds_datanoah_2026-04-28,dataNoah,unknown,2026-05-11,gs://miamioh-resa-data/CapstoneData/raw/sessions/ds_datanoah_2026-04-28/session_2026-05-11_19-04-04/,,,silver,raw,none,,,Uploaded from external drive D:\3branch\dataNoah\Processing on 2026-08-29.
